NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,9,19,21,0.109857,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,9,19,21,0.2028935,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,9,19,21,0.3030433,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,9,19,21,0.4038224,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,9,19,21,0.5019009,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,9,19,21,0.6009478,0
0,1,2,2,0,0.7075546,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,0.7017216,1
0,1,2,2,0,1.207554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,0.8028343,1
0,1,2,2,0,1.707554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,0.900343,1
0,1,2,2,0,2.207553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,1.00293,1
0,1,2,2,0,2.707553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,1.102107,1
0,1,2,2,0,3.207552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,1.200753,1
0,1,2,2,0,3.707552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,1.30084,1
0,1,2,2,0,4.207551,8.3085,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,1.403994,1
1,1,2,1,19.90756,4.707551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,27,9,19,21,1.500194,1
1,1,2,1,19.40756,5.207551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,27,9,19,21,1.602341,1
1,1,2,1,18.90756,5.707551,0.3085,0.3075551,15,3,27,27,3,27,1,2,27,9,19,21,1.702376,1
1,1,2,1,18.40756,6.207554,0.3085001,0.3075551,15,3,27,27,3,27,1,2,27,9,19,21,1.803266,1
1,1,2,1,17.90755,6.707556,0.3085001,0.3075551,15,3,27,27,3,27,1,2,27,9,19,21,1.901493,1
1,1,2,1,17.40755,7.207557,0.3085001,0.3075551,15,3,27,27,3,27,1,2,27,9,19,21,2.003175,1
1,1,2,1,16.90755,7.70756,0.3085,0.3075551,15,3,27,27,3,27,1,2,27,9,19,21,2.102683,1
1,1,2,2,16.40755,8.207561,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,2.201533,1
1,1,2,2,15.90755,8.707563,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,2.30178,1
1,1,2,2,15.40755,9.207565,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,2.402451,1
1,1,2,2,14.90754,9.707567,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,2.502114,1
1,1,2,1,14.40754,10.20757,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,9,19,21,2.603323,1
1,1,2,2,13.90754,10.70757,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,2.701019,1
1,1,2,2,13.40754,11.20757,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,2.803053,1
1,1,2,2,12.90753,11.70757,0.3085001,0.3085,15,3,27,27,3,27,1,2,27,9,19,21,2.903482,1
1,1,2,2,12.40753,12.20758,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,3.003567,1
1,1,2,2,11.90753,12.70758,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,3.10229,1
1,1,2,2,11.40753,13.20758,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,3.203301,1
1,1,2,2,10.90753,13.70758,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,3.303887,1
1,1,1,1,10.40753,14.20758,2.307555,8.307554,15,3,27,27,3,27,1,2,27,9,19,21,3.401253,1
1,1,2,2,9.907525,14.70759,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,3.502216,1
1,1,2,2,9.407523,15.20759,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,3.602571,1
1,1,2,2,8.907521,15.70759,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,9,19,21,3.703847,1
