NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,25,7,27,0.1170862,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,25,7,27,0.2022611,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,25,7,27,0.3028118,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,25,7,27,0.4024713,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,25,7,27,0.5062532,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,25,7,27,0.6030236,1
0,1,2,2,0,0.8075545,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,0.7050832,1
0,1,2,2,0,1.307554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,0.8018565,1
0,1,2,2,0,1.807554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,0.9012004,1
0,1,2,2,0,2.307553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,1.003288,1
0,1,2,2,0,2.807553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,1.102492,1
0,1,2,2,0,3.307552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,1.204663,1
0,1,2,2,0,3.807552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,1.301356,1
0,1,2,2,0,4.307551,8.3085,0.3085001,15,3,27,27,3,27,1,2,19,25,7,27,1.403399,1
1,1,2,1,19.80756,4.807551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,19,25,7,27,1.505339,1
1,1,2,1,19.30756,5.30755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,19,25,7,27,1.600537,1
1,1,2,1,18.80756,5.807552,0.3085001,0.3075551,15,3,27,27,3,27,1,2,19,25,7,27,1.703799,1
1,1,2,1,18.30756,6.307554,0.3085001,0.3075551,15,3,27,27,3,27,1,2,19,25,7,27,1.801586,1
1,1,2,1,17.80755,6.807556,0.3085001,0.3075551,15,3,27,27,3,27,1,2,19,25,7,27,1.904914,1
1,1,2,1,17.30755,7.307558,0.3085001,0.3075551,15,3,27,27,3,27,1,2,19,25,7,27,2.001573,1
1,1,2,1,16.80755,7.80756,0.3085001,0.3075551,15,3,27,26.5,2.7,27,1,2,19,25,7,27,2.100295,1
1,1,2,2,16.30755,8.307562,0.3085001,0.3085001,15,3,27,26,2.7,27,1,2,19,25,7,27,2.201717,1
1,1,2,2,15.80755,8.807564,0.3085001,0.3085001,15,3,27,25.49999,2.7,27,1,2,19,25,7,27,2.305048,1
1,1,2,2,15.30754,9.307566,0.3085001,0.3085001,15,3,27,24.99999,2.7,27,1,2,19,25,7,27,2.40005,1
1,1,2,2,14.80754,9.807568,0.3085001,0.3085001,15,3,27,24.49999,2.7,27,1,2,19,25,7,27,2.503963,1
1,1,2,1,14.30754,10.30757,0.3085001,8.307554,15,3,27,23.99999,2.7,27,1,2,19,25,7,27,2.605688,1
1,1,2,2,13.80754,10.80757,0.3085001,0.3085001,15,3,27,23.49999,2.7,27,1,2,19,25,7,27,2.705212,1
1,1,2,2,13.30754,11.30757,0.3085001,0.3085001,15,3,27,22.99998,2.7,27,1,2,19,25,7,27,2.802653,1
1,1,2,2,12.80754,11.80758,0.3085001,0.3085001,15,3,27,22.49998,2.7,27,1,2,19,25,7,27,2.901374,1
1,1,2,2,12.30753,12.30758,0.3085001,0.3085001,15,3,27,21.99998,2.7,27,1,2,19,25,7,27,3.002416,1
1,1,2,2,11.80753,12.80758,0.3085001,0.3085001,15,3,27,21.49998,2.7,27,1,2,19,25,7,27,3.10423,1
1,1,2,2,11.30753,13.30758,0.3085001,0.3085001,15,3,27,20.99998,2.7,27,1,2,19,25,7,27,3.20262,1
1,1,2,2,10.80753,13.80758,0.3085001,0.3085001,15,3,27,20.49998,2.7,27,1,2,19,25,7,27,3.305074,1
1,1,1,1,10.40753,14.20758,2.407556,8.207555,15,3,27,19.99997,2.7,27,1,2,19,25,7,27,3.404258,4
2,2,1,1,0.4084719,0.2085283,2.907557,7.707553,15,3,27,19.49997,2.7,27,1,2,19,25,7,27,3.502771,4
2,2,1,1,0.4084719,0.2085283,3.407559,7.207551,15,3,27,18.99997,2.7,27,1,2,19,25,7,27,3.603176,4
2,2,1,1,0.4084719,0.2085283,3.907561,6.707549,15,3,27,18.49997,2.7,27,1,2,19,25,7,27,3.701499,4
2,2,1,1,0.4084719,0.2085283,4.407563,6.207547,15,3,27,17.99997,2.7,27,1,2,19,25,7,27,3.80305,4
2,2,1,1,0.4084719,0.2085283,4.907565,5.707545,15,3,27,17.49996,2.7,27,1,2,19,25,7,27,3.903355,4
2,2,1,1,0.4084719,0.2085283,5.407566,5.207544,15,3,27,16.99996,2.7,27,1,2,19,25,7,27,4.004286,4
2,2,1,1,0.4084719,0.2085283,5.907565,4.707544,15,3,27,17.49996,3.2,27,1,2,19,25,7,27,4.105436,4
1,2,1,1,10.40753,0.2085283,6.407565,4.207545,15,3,27,17.99997,3.699999,27,1,2,19,25,7,27,4.202572,4
2,2,1,1,0.4084719,0.2085283,6.907565,3.707546,15,3,27,18.49997,4.199999,27,1,2,19,25,7,27,4.304041,4
2,2,1,1,0.4084719,0.2085283,7.407564,3.207546,15,3,27,18.99997,4.699998,27,1,2,19,25,7,27,4.401268,4
2,2,1,1,0.4084719,0.2085283,7.907563,2.707547,15,3,27,19.49997,5.199998,27,1,2,19,25,7,27,4.503654,4
2,2,1,1,0.4084719,4.208528,8.407563,2.207547,15,3,27,19.99997,5.699997,27,1,2,19,25,7,27,4.603669,0
2,2,1,1,0.4084719,4.208528,8.307563,2.307547,15,3,27,20.49998,6.199997,27,1,2,19,25,7,27,4.702532,3
2,2,1,1,0.4084719,0.2085283,7.807564,2.807547,15,3,27,20.99998,6.699996,27,1,2,19,25,7,27,4.800187,3
2,2,1,1,0.4084719,0.2085283,7.307564,3.307546,15,3,27,21.49998,7.199996,27,1,2,19,25,7,27,4.903095,3
2,2,1,1,0.4084719,0.2085283,6.807565,3.807545,15,3,27,21.99998,7.699996,27,1,2,19,25,7,27,5.00016,3
6,2,1,1,8.757722,0.2085283,6.307565,4.307545,15,3,27,22.49998,8.199996,27,1,2,19,25,7,27,5.102213,3
2,2,1,1,0.4084719,0.2085283,5.807565,4.807544,15,3,27,22.99998,8.699998,27,1,2,19,25,7,27,5.20558,3
2,2,1,1,0.4084719,0.2085283,5.307566,5.307544,15,3,27,23.49999,9.2,27,1,2,19,25,7,27,5.302079,3
2,2,1,1,0.4084719,0.2085283,4.807565,5.807545,15,3,27,23.99999,9.700002,27,1,2,19,25,7,27,5.403936,3
2,2,1,1,0.4084719,0.2085283,4.307562,6.307547,15,3,27,24.49999,10.2,27,1,2,19,25,7,27,5.505196,3
2,2,1,1,0.4084719,0.2085283,3.807561,6.807549,15,3,27,24.99999,10.70001,27,1,2,19,25,7,27,5.603218,3
2,2,1,1,0.4084719,0.2085283,3.307559,7.307551,15,3,27,25.49999,11.20001,27,1,2,19,25,7,27,5.704823,3
2,2,1,1,0.4084719,0.2085283,2.807557,7.807553,15,3,27,26,11.70001,27,1,2,19,25,7,27,5.802214,3
1,1,1,1,10.40753,14.20758,2.507556,8.107554,15,3,27,26.5,12.20001,27,1,2,19,25,7,27,5.90269,3
1,1,2,2,9.907525,14.70759,0.5085009,0.1084993,15,3,27,27,12.70001,27,1,2,19,25,7,27,6.000549,1
1,1,2,2,9.407523,15.20759,0.5085009,0.1084993,15,3,27,26.5,12.70001,27,1,2,19,25,7,27,6.102675,1
1,1,2,2,8.907521,15.70759,0.5085009,0.1084993,15,3,27,26,12.70001,27,1,2,19,25,7,27,6.204119,1
1,1,2,2,8.407518,16.20759,0.5085009,0.1084993,15,3,27,25.49999,12.70001,27,1,2,19,25,7,27,6.305091,1
1,1,2,2,7.907516,16.70759,0.5085009,0.1084993,15,3,27,24.99999,12.70001,27,1,2,19,25,7,27,6.403586,1
1,1,2,2,7.407516,17.2076,0.5085009,0.1084993,15,3,27,24.49999,12.70001,27,1,2,19,25,7,27,6.503114,1
1,1,2,2,6.907513,17.7076,0.5085009,0.1084993,15,3,27,23.99999,12.70001,27,1,2,19,25,7,27,6.604796,1
1,1,2,2,6.407511,18.2076,0.5085009,0.1084993,15,3,27,23.49999,12.70001,27,1,2,19,25,7,27,6.705664,1
1,1,2,2,5.90751,18.7076,0.5085009,0.1084993,15,3,27,22.99998,12.70001,27,1,2,19,25,7,27,6.802111,1
1,1,2,2,5.407507,19.2076,0.5085009,0.1084993,15,3,27,22.49998,12.70001,27,1,2,19,25,7,27,6.902969,1
1,1,2,2,4.907505,19.7076,0.5085009,0.1084993,15,3,27,21.99998,12.70001,27,1,2,19,25,7,27,7.001335,1
1,0,2,2,4.407504,0,0.5085009,0.1084993,15,3,27,21.49998,12.70001,27,1,2,19,25,7,27,7.10357,1
1,0,2,2,3.907502,0,0.5085009,0.1084993,15,3,27,20.99998,12.70001,27,1,2,19,25,7,27,7.200342,1
