NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,3,23,0.1123046,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,3,23,0.2008136,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,3,23,0.3014405,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,3,23,0.4025352,1
0,1,2,2,0,0.8075545,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,0.5025287,1
0,1,2,2,0,1.307554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,0.6038278,1
0,1,2,2,0,1.807554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,0.705664,1
0,1,2,2,0,2.307553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,0.8039302,1
0,1,2,2,0,2.807553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,0.9010435,1
0,1,2,2,0,3.307552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,1.003461,1
0,1,2,2,0,3.807552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,1.100139,1
0,1,2,2,0,4.307551,8.3085,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,1.203654,1
1,1,2,1,19.80756,4.807551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,3,23,1.301133,1
1,1,2,1,19.30756,5.30755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,3,23,1.401161,1
1,1,2,1,18.80756,5.807552,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,3,23,1.501373,1
1,1,2,1,18.30756,6.307554,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,3,23,1.603953,1
1,1,2,1,17.80755,6.807556,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,3,23,1.701491,1
1,1,2,1,17.30755,7.307558,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,3,23,1.803114,1
1,1,2,1,16.80755,7.80756,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,3,23,1.900253,1
1,1,2,2,16.30755,8.307562,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,3,23,2.000746,1
1,1,2,2,15.80755,8.807564,0.3085001,0.3085001,15,3,26.5,27,3.5,27,1,2,23,19,3,23,2.102967,1
1,1,2,2,15.30754,9.307566,0.3085001,0.3085001,15,3,26,27,3.999999,27,1,2,23,19,3,23,2.205064,1
1,1,2,2,14.80754,9.807568,0.3085001,0.3085001,15,3,25.49999,27,4.499999,27,1,2,23,19,3,23,2.300278,1
1,1,2,1,14.30754,10.30757,0.3085001,8.307554,15,3,24.99999,27,4.999998,27,1,2,23,19,3,23,2.400747,1
1,1,2,2,13.80754,10.80757,0.3085001,0.3085001,15,3,24.49999,27,5.499998,27,1,2,23,19,3,23,2.500781,1
1,1,2,2,13.30754,11.30757,0.3085001,0.3085001,15,3,23.99999,27,5.999997,27,1,2,23,19,3,23,2.606279,1
0,1,2,2,0,11.80758,0.3085001,0.3085001,15,3,23.49999,27,6.499997,27,0,2,23,19,3,23,2.701935,1
0,1,2,2,0,12.30758,0.3085001,0.3085001,15,3,22.99998,27,6.999996,27,0,2,23,19,3,23,2.803298,1
0,1,2,2,0,12.80758,0.3085001,0.3085001,15,3,22.49998,27,7.499996,27,0,2,23,19,3,23,2.904464,1
0,1,2,2,0,13.30758,0.3085001,0.3085001,15,3,21.99998,27,7.999995,27,0,2,23,19,3,23,3.001793,1
0,1,2,2,0,13.80758,0.3085001,0.3085001,15,3,21.49998,27,8.499997,27,0,2,23,19,3,23,3.101844,1
0,1,1,1,0,14.30758,2.307555,8.307555,15,3,20.99998,27,8.999999,27,0,2,23,19,3,23,3.200842,1
0,1,2,2,0,14.80759,0.3085001,0.3085001,15,3,20.49998,27,9.500001,27,0,2,23,19,3,23,3.300572,1
0,1,2,2,0,15.30759,0.3085001,0.3085001,15,3,19.99997,27,10,27,0,2,23,19,3,23,3.403464,1
0,1,2,2,0,15.80759,0.3085001,0.3085001,15,3,19.49997,27,10.5,27,0,2,23,19,3,23,3.503834,1
