NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,25,27,0.1131452,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,25,27,0.2030027,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,25,27,0.3017119,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,25,27,0.4032544,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,25,27,0.5007552,0
0,1,2,1,0,0.5075549,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,19,25,27,0.6012638,1
0,1,2,2,0,1.007554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,0.7036067,1
0,1,2,2,0,1.507554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,0.8029481,1
0,1,2,2,0,2.007554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,0.9019645,1
0,1,2,2,0,2.507553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,1.004586,1
0,1,2,2,0,3.007552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,1.104462,1
0,1,2,2,0,3.507552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,1.202312,1
0,1,2,2,0,4.007552,8.3085,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,1.303972,1
0,1,2,2,0,4.507551,8.3085,0.3085001,15,3,27,27,3,27,1,2,23,19,25,27,1.403735,1
1,1,2,1,19.60756,5.00755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,25,27,1.500538,1
1,1,2,1,19.10756,5.507551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,25,27,1.600511,1
1,1,2,1,18.60756,6.007553,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,25,27,1.701572,1
1,1,2,1,18.10756,6.507555,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,25,27,1.804312,1
1,1,2,1,17.60755,7.007556,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,25,27,1.903206,1
1,1,2,1,17.10755,7.507559,0.3085001,0.3075551,15,3,27,27,3,27,1,2,23,19,25,27,2.004182,1
1,1,2,2,16.60755,8.007561,0.3085001,0.3085001,15,3,26.5,27,3.5,27,1,2,23,19,25,27,2.103692,1
1,1,2,2,16.10755,8.507563,0.3085001,0.3085001,15,3,26,27,3.999999,27,1,2,23,19,25,27,2.202118,1
1,1,2,2,15.60755,9.007565,0.3085001,0.3085001,15,3,25.49999,27,4.499999,27,1,2,23,19,25,27,2.304016,1
1,1,2,2,15.10754,9.507566,0.3085001,0.3085001,15,3,24.99999,27,4.999998,27,1,2,23,19,25,27,2.404216,1
1,1,2,1,14.60754,10.00757,0.3085001,8.307554,15,3,24.49999,27,5.499998,27,1,2,23,19,25,27,2.502836,1
1,1,2,1,14.10754,10.50757,0.3085001,8.307554,15,3,23.99999,27,5.999997,27,1,2,23,19,25,27,2.604474,1
1,1,2,2,13.60754,11.00757,0.3085001,0.3085001,15,3,23.49999,27,6.499997,27,1,2,23,19,25,27,2.703728,1
1,1,2,2,13.10754,11.50757,0.3085001,0.3085001,15,3,22.99998,27,6.999996,27,1,2,23,19,25,27,2.803879,1
1,1,2,2,12.60754,12.00758,0.3085001,0.3085001,15,3,22.49998,27,7.499996,27,1,2,23,19,25,27,2.900532,1
1,1,2,2,12.10753,12.50758,0.3085001,0.3085001,15,3,21.99998,27,7.999995,27,1,2,23,19,25,27,3.002312,1
5,1,2,2,10.10848,13.00758,0.3085001,0.3085001,15,3,21.49998,27,8.499997,27,1,2,23,19,25,27,3.105743,1
0,1,2,2,0,13.50758,0.3085001,0.3085001,15,3,20.99998,27,8.999999,27,0,2,23,19,25,27,3.202336,1
0,1,1,1,0,14.00758,2.307555,8.307555,15,3,20.49998,27,9.500001,27,0,2,23,19,25,27,3.302392,1
0,1,1,1,0,14.50758,2.307555,8.307555,15,3,19.99997,27,10,27,0,2,23,19,25,27,3.403169,1
0,1,2,2,0,15.00759,0.3085001,0.3085001,15,3,19.49997,27,10.5,27,0,2,23,19,25,27,3.505893,1
0,1,2,2,0,15.50759,0.3085001,0.3085001,15,3,18.99997,27,11.00001,27,0,2,23,19,25,27,3.604591,1
0,1,2,2,0,16.00759,0.3085001,0.3085001,15,3,18.49997,27,11.50001,27,0,2,23,19,25,27,3.700158,1
0,1,2,2,0,16.50759,0.3085001,0.3085001,15,3,17.99997,27,12.00001,27,0,2,23,19,25,27,3.80118,1
0,1,2,2,0,17.0076,0.3085001,0.3085001,15,3,17.49996,27,12.50001,27,0,2,23,19,25,27,3.903987,1
0,1,2,2,0,17.5076,0.3085001,0.3085001,15,3,16.99996,27,13.00001,27,0,2,23,19,25,27,4.000332,1
0,1,2,2,0,18.0076,0.3085001,0.3085001,15,3,17.49996,27,13.00001,26.7,0,2,23,19,25,27,4.101867,1
0,1,2,2,0,18.5076,0.3085001,0.3085001,15,3,17.99997,27,13.00001,26.7,0,2,23,19,25,27,4.203556,1
1,1,2,2,5.607508,19.0076,0.3085001,0.3085001,15,3,18.49997,27,13.00001,26.7,1,2,23,19,25,27,4.30392,1
1,1,2,2,5.107506,19.5076,0.3085001,0.3085001,15,3,18.99997,27,13.00001,26.7,1,2,23,19,25,27,4.401588,1
1,0,2,2,4.607504,0,0.3085001,0.3085001,15,3,19.49997,27,13.00001,26.7,1,2,23,19,25,27,4.50359,1
1,0,2,2,4.107503,0,0.3085001,0.3085001,15,3,19.99997,27,13.00001,26.7,1,2,23,19,25,27,4.60437,1
1,0,2,2,3.607501,0,0.3085001,0.3085001,15,3,20.49998,27,13.00001,26.7,1,2,23,19,25,27,4.704094,1
1,0,2,2,3.107499,0,0.3085001,0.3085001,15,3,20.99998,27,13.00001,26.7,1,2,23,19,25,27,4.800886,1
1,0,2,2,2.607497,0,0.3085001,0.3085001,15,3,21.49998,27,13.00001,26.7,1,2,23,19,25,27,4.905077,1
1,0,2,2,2.107495,0,0.3085001,0.3085001,15,3,21.99998,27,13.00001,26.7,1,2,23,19,25,27,5.00281,1
1,0,2,2,1.607493,0,0.3085001,0.3085001,15,3,22.49998,27,13.00001,26.7,1,2,23,19,25,27,5.104736,1
1,0,2,2,1.107491,0,0.3085001,0.3085001,15,3,22.99998,27,13.00001,26.7,1,2,23,19,25,27,5.203943,1
1,0,6,1,0.6074894,0,0.6577644,8.307555,15,3,23.49999,27,13.00001,26.7,1,2,23,19,25,27,5.301111,1
1,0,6,1,0.1074876,0,0.6577644,8.307555,15,3,23.99999,27,13.00001,26.7,1,2,23,19,25,27,5.404558,1
1,0,6,1,0.007487177,0,0.6577644,8.307555,15,3,24.49999,27,13.00001,26.7,1,2,23,19,25,27,5.500844,0
1,2,6,1,0.007487177,0.608568,0.2577628,8.707557,15,3,24.99999,27,13.00001,26.7,1,2,23,19,25,27,5.600293,3
1,2,6,1,0.007487177,0.608568,0.1577625,8.807557,15,3,25.49999,27,13.00001,26.7,1,2,23,19,25,27,5.700896,0
1,2,6,1,0.007487177,0.608568,0.1577625,8.807557,15,3,26,27,13.00001,26.7,1,2,23,19,25,27,5.802369,0
1,2,6,1,0.007487177,0.608568,0.1577625,8.807557,15,3,26.5,27,13.00001,26.7,1,2,23,19,25,27,5.903349,0
1,2,6,1,0.007487177,0.608568,0.1577625,8.807557,15,3,27,27,13.00001,26.7,1,2,23,19,25,27,6.001351,0
1,2,6,1,0.007487177,1.608568,14.15775,8.807557,15,3,27,26.5,12.50001,26.7,1,2,23,19,25,27,6.103194,0
1,2,6,1,0.007487177,1.608568,14.15775,8.807557,15,3,27,26,12.00001,26.7,1,2,23,19,25,27,6.202037,0
1,2,1,1,0.007487177,1.608568,15.80755,8.807557,15,3,27,25.49999,100,100,1,2,23,19,25,27,6.303564,0
1,2,1,1,0.007487177,1.608568,15.80755,8.807557,15,3,27,24.99999,100,100,1,2,23,19,25,27,6.403661,0
1,2,1,1,0.007487177,1.608568,15.80755,8.807557,15,3,27,24.49999,100,100,1,2,23,19,25,27,6.501081,0
1,2,1,1,0.007487177,1.608568,15.70755,8.907557,15,3,27,23.99999,100,100,1,2,23,19,25,27,6.60073,3
1,2,1,1,0.007487177,1.608568,15.20755,9.407559,15,3,27,23.49999,100,100,1,2,23,19,25,27,6.700192,3
1,2,1,1,0.007487177,1.608568,14.70755,9.907561,15,3,27,22.99998,100,100,1,2,23,19,25,27,6.803302,3
1,2,1,1,0.007487177,1.608568,14.20755,10.40756,15,3,27,22.49998,100,100,1,2,23,19,25,27,6.904562,3
1,2,1,1,0.007487177,1.608568,13.70755,10.90757,15,3,27,21.99998,100,100,1,2,23,19,25,27,7.002452,3
1,2,1,1,0.007487177,1.608568,13.20754,11.40757,15,3,27,21.49998,100,100,1,2,23,19,25,27,7.102083,3
1,2,1,1,0.007487177,1.608568,12.70754,11.90757,15,3,27,20.99998,100,100,1,2,23,19,25,27,7.205091,3
1,1,1,1,0.007487177,4.607622,12.20754,12.40757,15,3,27,20.49998,100,100,1,2,23,19,25,27,7.300578,3
1,2,1,1,0.007487177,0.608568,11.70754,12.90757,15,3,27,19.99997,100,100,1,2,23,19,25,27,7.400821,3
1,2,1,1,0.007487177,0.608568,11.20753,13.40757,15,3,27,19.49997,100,100,1,2,23,19,25,27,7.502539,3
1,2,1,1,0.007487177,0.608568,10.70753,13.90758,15,3,27,18.99997,100,100,1,2,23,19,25,27,7.601561,3
1,2,1,1,0.007487177,0.608568,10.20753,14.40758,15,3,27,18.49997,100,100,1,2,23,19,25,27,7.70107,3
1,2,1,1,0.007487177,0.608568,9.70753,14.90758,15,3,27,17.99997,100,100,1,2,23,19,25,27,7.80183,3
1,2,1,1,0.007487177,0.608568,9.207528,15.40758,15,3,27,17.49996,100,100,1,2,23,19,25,27,7.900784,3
1,2,1,1,0.007487177,0.608568,8.707526,15.90758,15,3,27,16.99996,100,100,1,2,23,19,25,27,8.004379,3
1,0,1,1,0.007487177,0,8.207524,16.40759,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.103188,3
1,2,1,1,0.007487177,0.608568,7.707522,16.90759,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.20281,3
1,2,1,1,0.007487177,0.608568,7.20752,17.40759,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.301685,3
1,2,1,1,0.007487177,0.608568,6.707519,17.90759,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.40186,3
1,2,1,1,0.007487177,0.608568,6.207516,18.40759,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.503003,3
1,2,1,1,0.007487177,0.608568,5.707515,18.9076,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.60502,3
1,2,1,1,0.007487177,0.608568,5.207512,19.4076,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.702765,3
1,2,1,1,0.007487177,0.608568,4.70751,19.9076,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.802649,3
1,2,1,0,0.007487177,10.60857,4.207508,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,8.900757,3
1,2,1,0,0.007487177,0.608568,3.707507,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.004559,3
1,2,1,0,0.007487177,0.608568,3.207505,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.104353,3
1,2,1,0,0.007487177,0.608568,2.707503,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.202294,3
1,2,1,0,0.007487177,0.608568,2.207501,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.303365,3
1,2,1,0,0.007487177,0.608568,1.707499,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.4021,3
1,2,1,0,0.007487177,0.608568,1.207497,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.504187,3
1,2,1,0,0.007487177,0.608568,0.7074956,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.604187,3
1,6,1,0,0.007487177,8.957856,0.2074937,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.702856,3
1,6,1,0,0.4074887,8.557856,0.1074933,0,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.802877,2
1,6,1,2,0.9074906,8.057853,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,9.900903,2
1,0,1,2,1.407493,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,10.00291,2
1,0,1,2,1.907494,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,10.10224,2
1,0,1,2,2.407496,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,10.20219,2
1,0,1,2,2.907498,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,10.30437,2
1,0,1,2,3.4075,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,10.40309,2
1,0,1,2,3.907502,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,10.50008,2
1,0,1,2,4.407504,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,10.60501,2
1,6,1,2,4.807505,4.157837,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,10.70053,0
1,6,1,2,4.807505,4.157837,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,10.80422,0
1,6,1,2,4.607504,4.357838,0.1074933,0.5085618,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,10.9011,1
1,6,1,2,4.107502,4.85784,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,11.00433,1
1,6,1,2,3.607501,5.357842,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,11.10382,1
1,6,1,2,3.107499,5.857844,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,11.20212,1
1,6,1,2,2.807498,6.157845,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,11.30248,0
1,6,1,2,3.3075,5.657843,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,11.4006,2
1,6,1,2,3.807502,5.157841,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,1,2,23,19,25,27,11.50359,2
1,0,1,2,4.107502,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,11.60033,0
1,0,1,2,4.107502,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,11.70037,0
1,0,1,2,3.707501,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,11.80023,1
1,0,1,2,3.207499,0,0.1074933,0.5085619,15,3,27.3,16.99996,100,100,0,2,23,19,25,27,11.90388,1
1,1,1,2,2.707497,8.908558,0.1074933,0.5085619,15,3,100,100,100,100,1,2,23,19,25,27,12.00292,1
1,1,1,2,2.207496,9.40856,0.1074933,0.5085619,15,3,100,100,100,100,1,2,23,19,25,27,12.10077,1
1,1,1,2,1.707494,9.908562,0.1074933,0.5085619,15,3,100,100,100,100,1,2,23,19,25,27,12.20189,1
1,1,1,2,1.207492,10.40856,0.1074933,0.5085619,15,3,100,100,100,100,1,2,23,19,25,27,12.30283,1
1,1,1,2,0.7074898,10.90857,0.1074933,0.5085619,15,3,100,100,100,100,1,2,23,19,25,27,12.40371,1
1,1,1,0,0.2074879,11.40857,0.1074933,0,15,3,100,100,100,100,1,2,23,19,25,27,12.50381,1
1,1,1,0,0.1074876,11.50857,0.2074937,0,15,3,100,100,100,100,1,2,23,19,25,27,12.6033,4
1,2,1,0,0.1074876,0.5085676,0.7074956,0,15,3,100,100,100,100,1,2,23,19,25,27,12.7009,4
1,2,1,0,0.1074876,0.5085676,1.207497,0,15,3,100,100,100,100,1,2,23,19,25,27,12.80264,4
win
